Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
The 71st Annual Academy Awards , movie , USA , Louis J. Horvitz , English  Italian , Award of the American academy of cinematographic arts and sciences  from 1940th known as "Oscar"  - American film award created in 1929 and traditionally handed to the figures of ... , N/A , Family , 6.2 , 21 Mar 1999 , N/A , Won 2 Primetime Emmys. Another 3 wins & 8 nominations. , Whoopi Goldberg  Ben Affleck  Debbie Allen  Gene Autry , https://m.media-amazon.com/images/M/MV5BYzEyNWRjNzQtYTRkYy00MzdhLTk4ODctNjg3YzNjOWNhZTQ2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
Gomorron , series , Sweden , N/A , Swedish , As the title suggests "Gomorron" suggests this is a morning news and interview show  similar to Good Morning America. , N/A , News , 4.2 , 14 Sep 1992 , N/A , N/A , Tilde De Paula  Jenny �stergren  Steffo T�rnqvist  Peter Jihde , https://m.media-amazon.com/images/M/MV5BMDE2MmI4MmMtMGQ0Ni00OGEzLTg5ODEtNmY2ZTViMjc3NzUwXkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_SX300.jpg
New York City... Come Visit the World , movie , USA , Adam Goodman , English , Promotional documentary extolling the sites and advantages of New York City. , N/A , Short  Documentary , 5.4 , N/A , N/A , N/A , Robert De Niro  James Earl Jones  Katie Couric  Donald Trump , N/A
Ronin: Filming in the Fast Lane , movie , USA , Rob Done , English , A behind-the-scenes featurette that focuses on the director's approach to the film. , N/A , Documentary  Short , N/A , 11 Oct 2004 , N/A , N/A , Sean Bean  Robert De Niro  Joe Dunne  John Frankenheimer , N/A
Ronin: Venice Film Festival Interviews , movie , USA , N/A , English , The 1998 Venice Film Festival Interviews with DeNiro  Reno and McElhone at the film's Premiere. , N/A , Documentary  Short , N/A , 11 Oct 2004 , N/A , N/A , Robert De Niro  Natascha McElhone , N/A
Lenny Bruce: Swear to Tell the Truth , movie , USA , Robert B. Weide , English , Comedian Lenny Bruce struck a subversive chord in an era of change in America. After getting his start as a conventional stand-up comic  Bruce's increasingly iconoclastic act transformed ... , N/A , Documentary  Biography  Comedy , 7.9 , 21 Oct 1998 , N/A , Nominated for 1 Oscar. Another 1 win & 1 nomination. , Robert De Niro  Steve Allen  Honey Bruce Friedman  Kitty Bruce , https://m.media-amazon.com/images/M/MV5BZDdjNTc5NjItMDU3OS00MzE2LWE2NGYtYzcwYjVhMGY5NzRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyOTc2Mzg5OQ@@._V1_SX300.jpg
Junket Whore , movie , USA , Debbie Melnyk , English , Documentary film that explores the relationship between Hollywood's publicists and the entertainment journalists. , N/A , Documentary , 4.0 , 12 Oct 1998 , N/A , N/A , Lauren Hutton  Mark Pogachefsky  Hugh Grant  Downtown Julie Brown , https://m.media-amazon.com/images/M/MV5BYzI5NDk1NTAtYWI4Zi00YjNkLThmMTEtNzM2MjQwMWRlMDBkXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Leonardo DiCaprio: A Life in Progress , movie , USA , N/A , English , A biography of Leonardo DiCaprio. , N/A , Documentary , 7.3 , 01 Oct 1998 , N/A , N/A , Bonnie Liedtke  Alan Thicke  Julie McCullough  Robert De Niro , N/A
Wag the Dog: On the Set , movie , USA , N/A , English , N/A , N/A , Short , N/A , 28 Jul 1998 , N/A , N/A , Robert De Niro  Kirsten Dunst  Anne Heche  Dustin Hoffman , N/A
Comic Relief VIII , movie , USA , Walter C. Miller , English , N/A , N/A , Comedy , 6.0 , 14 Jun 1998 , N/A , 4 nominations. , Billy Crystal  Whoopi Goldberg  Robin Williams  Jason Alexander , N/A
The 70th Annual Academy Awards , movie , USA , Louis J. Horvitz , English , An award show that honors excellence in filmmaking in each of its separate categories. People are awarded Oscars in a humorous manner that provides an entertaining show. , N/A , News , 6.7 , 23 Mar 1998 , TV-PG , Won 5 Primetime Emmys. Another 5 wins & 4 nominations. , Billy Crystal  Aaliyah  Ben Affleck  David LeRoy Anderson , https://m.media-amazon.com/images/M/MV5BODg3ZmE2MzctMWRhNi00NDkzLTg5NDMtMmU5MWVmZmQ0ZTg3XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Bravo Profiles: The Entertainment Business , series , USA , N/A , English , N/A , N/A , Documentary , 6.4 , 04 Oct 1998 , N/A , N/A , Gillian Anderson  Antonio Banderas  Drew Barrymore  Helena Bonham Carter , N/A
Nulle part ailleurs , series , France , N/A , French , One of the best all time before-prime-time show in France especially the mythical conduction of the couple Antoine de Caune and Philippe Gildas...every night with high level french and ... , N/A , Comedy  Music  Talk-Show , 7.2 , 01 Sep 1987 , N/A , 4 wins. , Philippe Gildas  Guillaume Durand  Thierry Dugeon  Nagui , https://m.media-amazon.com/images/M/MV5BMmI1YjRlZTMtNTQ3ZS00ODJhLTk5ODktNjZhNmQ4MWY3ODJiXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Siskel & Ebert , series , USA , N/A , English , Chicago critics Gene Siskel and Roger Ebert rate new movies with a thumbs up  or a thumbs down. , N/A , Talk-Show , 8.7 , 13 Sep 1986 , N/A , Nominated for 5 Primetime Emmys. Another 2 wins & 6 nominations. , Roger Ebert  Gene Siskel  Richard Roeper , https://m.media-amazon.com/images/M/MV5BMTFkZmQ5OWEtNjFmMC00ZTI2LWE0ZWUtN2VhOWE1MzdiOGJhXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg
AFI Life Achievement Award: A Tribute to Martin Scorsese , movie , USA , Louis J. Horvitz , English , The American Film Institute presents Martin Scorsese with their twenty-fifth Life Achievement Award. Director  producer  editor  writer  actor  historian  movie buff  film preservationist ... , N/A , Documentary , 6.8 , 28 May 1997 , N/A , N/A , Martin Scorsese  Sharon Stone  Joe Pesci  Kris Kristofferson , https://m.media-amazon.com/images/M/MV5BZDc5NTkwOWYtMzAzYi00NjE1LWJiYjAtNTJkNjBhNzQwZGQxXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
100 Years of Horror , series , USA , N/A , English , Clips from Horror Films. , N/A , Documentary  Horror , 7.2 , N/A , UNRATED , N/A , Christopher Lee  Roger Corman  Hugh Hefner , https://ia.media-imdb.com/images/M/MV5BMTk4MTQxMzc0Nl5BMl5BanBnXkFtZTcwMjM4NTQzMQ@@._V1_SX300.jpg
100 Years of Horror: The Frankenstein Family , movie , USA , N/A , English , N/A , N/A , Documentary  Horror  Sci-Fi , 5.9 , N/A , N/A , N/A , Christopher Lee  Ralph Bellamy  Michael F. Blake  Kenneth Branagh , N/A
100 Years of Horror: Witchcraft and Demons , movie , USA , N/A , English , N/A , N/A , Documentary  Fantasy  Horror , 6.5 , N/A , N/A , N/A , Dana Andrews  Peter Atkins  James Bernard  John Carpenter , N/A
Maury , series , USA , N/A , English , Day by day  Maury and his producers invite guests to the show. The audience participates and put questions to the guests. This talk-show is different from many of its peers by handling ... , N/A , Comedy  Drama  Talk-Show , 4.2 , 09 Sep 1991 , TV-14 , 1 win & 11 nominations. , Maury Povich , https://m.media-amazon.com/images/M/MV5BZGUyYTA4MTgtOGUwYi00YWU1LWI5MGQtN2YwNjZmYThhZTczXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_SX300.jpg
Primer plano , series , Spain , N/A , Spanish , N/A , N/A , N/A , N/A , N/A , N/A , N/A , Fernando Guill�n Cuervo  Maribel Verd�  Carmen Maura  Ana Garc�a Si�eriz , N/A
The 67th Annual Academy Awards , movie , USA , Jeff Margolis  Rob Burnett  Adam Resnick , English , N/A , N/A , Family , 6.5 , 27 Mar 1995 , N/A , Won 1 Primetime Emmy. Another 6 nominations. , David Letterman  Ken Adam  Joe Alaskey  Tim Allen , https://m.media-amazon.com/images/M/MV5BNzc4NTNmMGYtMGM3Zi00Y2ZiLTk5M2UtMjA3NTRmYTIwNTQ0XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Cinefile: You Talkin' to Me? , movie , USA , N/A , English , Cinefile episode with Paul Joyce profiling Robert De Niro with copious commentary from Quentin Tarantino. , N/A , Documentary , N/A , 29 Aug 2017 , N/A , N/A , Robert De Niro  Paul Joyce , N/A
It's Alive: The True Story of Frankenstein , movie , USA , Richard Brown , English , Mary Shelley created a monster in 1818  and writers  actors and filmmakers haven't been able to get enough of it ever since. The history of the creature on and off the screen includes clips... , N/A , Documentary , 7.2 , 25 Oct 1994 , N/A , N/A , Bud Abbott  Nick Adams  Charlotte Austin  Rick Baker , N/A
Le cercle de minuit , series , France , N/A , French , N/A , N/A , N/A , N/A , 07 Sep 1992 , N/A , N/A , Laure Adler  Michel Field , N/A
The 9th Annual ASC Awards , movie , USA , N/A , English , N/A , N/A , Reality-TV , N/A , 26 Feb 1994 , N/A , N/A , Francis Ford Coppola  Robert De Niro  Morgan Freeman  Gail O'Grady , N/A
The Chevy Chase Show , series , USA , N/A , English , Chevy Chase hosts his own short-lived talk show. , N/A , Comedy  Talk-Show , 3.0 , 07 Sep 1993 , N/A , N/A , Chevy Chase  Ron Russ , https://m.media-amazon.com/images/M/MV5BYjIxMjFhMDUtODBkOC00NGRjLWJhYTUtNzljMWM4YjYzZDRjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
Apollo Theatre Hall of Fame , movie , USA , Stan Lathan , English , N/A , N/A , Documentary  Music , 5.7 , 04 Aug 1993 , N/A , N/A , Bryan Adams  Louis Armstrong  Count Basie  Jeff Beck , N/A
Aretha Franklin: Duets , movie , USA , David Grossman , English , The "Queen of Soul Music" performs some of her greatest hits with a disparate group of singers. , N/A , Music , 6.4 , 09 May 1993 , N/A , N/A , Aretha Franklin  Candice Bergen  Robert De Niro  En Vogue , N/A
Blast 'Em , movie , USA , Joseph Blasioli  Egidio Coccimiglio(co-director) , English , This is an entertaining documentary about the frenzied competition among paparazzi for celeb photos. It follows Victor Malafronte who pursues the likes of Michael J Fox (with wife and baby)... , N/A , Documentary , 6.2 , 23 Apr 1993 , NOT RATED , 2 wins. , Victor Malafronte  Ron Galella  Sally Kirkland  Queerdonna , https://m.media-amazon.com/images/M/MV5BMTM3OTUwMDExNF5BMl5BanBnXkFtZTcwMDI4MjAzMQ@@._V1_SX300.jpg
Double jeu , series , France , N/A , French , N/A , N/A , N/A , N/A , N/A , N/A , N/A , Thierry Ardisson , N/A
Gran premio internazionale della TV , series , Italy , N/A , Italian , Telegatto Awards TV show. , N/A , Comedy  Music  Talk-Show , 6.0 , N/A , N/A , N/A , Pippo Baudo  Mike Bongiorno  Corrado Mantoni  Simona Ventura , https://m.media-amazon.com/images/M/MV5BYmM0MDhmMjktYTY0MS00N2QwLTgyYWYtNjBlOGJmMGVjYWFmXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Wogan , series , UK , N/A , English , Long-running talk show featuring relaxed and informal chat with celebrity guests. , N/A , Talk-Show , 6.4 , N/A , N/A , N/A , Terry Wogan , https://m.media-amazon.com/images/M/MV5BMTY1ODU5MzE4Ml5BMl5BanBnXkFtZTcwNzQ5NjYyMQ@@._V1_SX300.jpg
The Making of Backdraft , movie , USA , N/A , English , N/A , N/A , Short  Action , N/A , 01 May 1991 , N/A , N/A , Robert De Niro  Scott Glenn  Kurt Russell , N/A
The 63rd Annual Academy Awards , movie , USA , Jeff Margolis , English  Sioux , N/A , N/A , Family , 6.1 , 25 Mar 1991 , N/A , Won 3 Primetime Emmys. Another 1 win & 7 nominations. , Billy Crystal  Danny Aiello  Ann-Margret  Anne Archer , N/A
Cinema cinemas , series , France , N/A , French , N/A , N/A , Documentary , 6.8 , 01 Jan 1982 , N/A , 3 wins. , Michel Boujut  Jean-Claude Dauphin , N/A
American Masters , series , USA , N/A , English , Since its premiere in 1986  this Emmy-winning documentary series has presented hundreds of hours comprising profiles of outstanding American cultural artists. Past subjects have included ... , N/A , Documentary  Biography , 8.0 , 23 Jun 1986 , TV-14 , Won 27 Primetime Emmys. Another 22 wins & 63 nominations. , Martin Scorsese  Tony Bennett  Peter Bogdanovich  Lee Grant , https://m.media-amazon.com/images/M/MV5BMTQ3ODc5ODQ0NV5BMl5BanBnXkFtZTgwNzM1MjUzMDI@._V1_SX300.jpg
The Godfather Family: A Look Inside , movie , USA , Jeff Werner , English  Italian , A documentary on the making of the three Godfather films  with interviews and recollections from the film makers and cast. This feature also includes the original screen tests of some of ... , N/A , Documentary , 7.9 , 12 Jul 1990 , N/A , N/A , Francis Ford Coppola  Mario Puzo  Marlon Brando  James Caan , https://m.media-amazon.com/images/M/MV5BMTUzOTc0NDAyNF5BMl5BanBnXkFtZTcwNjAwMDEzMQ@@._V1_SX300.jpg
The 62nd Annual Academy Awards , movie , USA , Jeff Margolis , English  Japanese  Spanish  Russian , N/A , N/A , Family , 5.9 , 26 Mar 1990 , N/A , Won 1 Primetime Emmy. Another 1 win & 4 nominations. , Billy Crystal  Paula Abdul  Isabelle Adjani  Danny Aiello , https://m.media-amazon.com/images/M/MV5BMjQxNzkzNjExNl5BMl5BanBnXkFtZTgwNzEzMDE0NDE@._V1_SX300.jpg
Hollywood Mavericks , movie , Japan  USA , Florence Dauman  Dale Ann Stieber , English , A documentary focusing on seventeen maverick directors who were not afraid to break the rules of filmmaking to advance their art from John Ford to Martin Scorsese. , N/A , Documentary , 6.9 , 07 Sep 1990 , N/A , N/A , Woody Allen  Robert Altman  George Bancroft  Richard Barthelmess , N/A
The Arsenio Hall Show , series , USA , N/A , English , Arsenio Hall hosts this hip  late-night talk show. , N/A , Comedy  Family  Music  Talk-Show , 6.4 , 03 Jan 1989 , N/A , Won 2 Primetime Emmys. Another 2 wins & 7 nominations. , Arsenio Hall  Burton Richardson , https://m.media-amazon.com/images/M/MV5BNzA5YzI1YzktZWY3OS00NTU4LTljMTgtOTg4Mzc0MGYzMTgxXkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg
Moving Image Salutes Elia Kazan , movie , USA , N/A , English , N/A , N/A , Reality-TV , N/A , 19 Jan 1987 , N/A , N/A , Robert Anderson  Robert Benton  Christie Brinkley  Kitty Carlisle , N/A
Night of 100 Stars II , movie , USA , N/A , English , N/A , N/A , Comedy  Family  Music , 7.4 , 10 Mar 1985 , N/A , N/A , Debbie Allen  Peter Allen  Harry Anderson  Ann-Margret , https://m.media-amazon.com/images/M/MV5BZDEwNWFhMWYtNWQ5OC00MjdkLWE1NTYtZjE1NjFhMTlkY2IwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg
Le jeu de la vrit , series , France , N/A , French , N/A , N/A , N/A , N/A , 11 Jan 1985 , N/A , N/A , Patrick Sabatier , N/A
Elia Kazan: An Outsider , movie , France , Annie Tresgot , English , N/A , N/A , Documentary , 7.2 , 15 Sep 1982 , N/A , N/A , Michel Ciment  Tommy Bull  Robert De Niro  Elia Kazan , https://m.media-amazon.com/images/M/MV5BYThhYjhlMGYtMTYyOC00ZWVhLWFhZDUtMWMwMmY1MzM4ODIzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_SX300.jpg
Night of 100 Stars , movie , USA , Clark Jones , English , All-star variety special celebrating the centennial of the Actors' Fund of America. , N/A , Comedy  Family  Music , 7.9 , 08 Mar 1982 , N/A , Won 2 Primetime Emmys. Another 4 nominations. , Jane Alexander  Peter Allen  Steve Allen  June Allyson , N/A
Arena , series , UK , N/A , English , Wide-ranging arts program. , N/A , Documentary , 8.7 , 01 Oct 1975 , N/A , 10 wins & 13 nominations. , Gavin Millar  Kenneth Tynan  Paul McCartney  Jonathan Miller , https://m.media-amazon.com/images/M/MV5BNmUzY2U2N2QtMDQ2MS00YmYxLWFiODMtNmU0ZjAwNWFjNDExXkEyXkFqcGdeQXVyNDY0NDM0NzI@._V1_SX300.jpg
The 53rd Annual Academy Awards , movie , USA , Marty Pasetta  Harrison Engle , English , N/A , N/A , Family , 6.4 , 31 Mar 1981 , N/A , Won 1 Primetime Emmy. Another 1 nomination. , Johnny Carson  Alan Arkin  Lucie Arnaz  Eileen Brennan , N/A
The Don Lane Show , series , Australia , N/A , English , N/A , N/A , Comedy , 7.3 , 12 May 1975 , N/A , 1 win. , Don Lane  Bert Newton  Pete Smith , N/A
The 38th Annual Golden Globe Awards , movie , USA , N/A , English , N/A , N/A , Family , 6.9 , 31 Jan 1981 , N/A , N/A , George Hamilton  Kate Jackson  Maud Adams  Loni Anderson , N/A
The Mike Douglas Show , series , USA , N/A , English , The Mike Douglas Show was a variety show out of Cleveland OH and then Philadelphia PA  broadcast in the daytime. It's structure was similar to The Tonight Show with Johnny Carson and The ... , N/A , Comedy  Music  Talk-Show , 7.3 , 11 Dec 1961 , N/A , Won 1 Primetime Emmy. Another 3 wins & 19 nominations. , Mike Douglas , https://m.media-amazon.com/images/M/MV5BMTgyMjg4NjExMl5BMl5BanBnXkFtZTcwMDA0NTI2MQ@@._V1_SX300.jpg
AFI Life Achievement Award: A Tribute to Bette Davis , movie , USA , N/A , English , Jane Fonda hosts the AFI Life Achievement Awards ceremony honoring Bette Davis featuring clips from her films and the reminiscences of many co-workers. , N/A , Documentary , 9.5 , 01 Mar 1977 , N/A , N/A , Bette Davis  Olivia de Havilland  Peter Falk  Mia Farrow , N/A
Bertolucci secondo il cinema , movie , Italy , Gianni Amelio , Italian , N/A , N/A , Documentary , 7.0 , 01 Dec 1977 , UNRATED , N/A , Bernardo Bertolucci  Giuseppe Bertolucci  Laura Betti  Robert De Niro , N/A
Entertainment Tonight , series , USA , N/A , English , "Entertainment Tonight" is the #1 syndicated entertainment newsmagazine in the world. , N/A , News , 3.8 , 14 Sep 1981 , N/A , Nominated for 18 Primetime Emmys. Another 4 wins & 3 nominations. , Nancy O'Dell  Kevin Frazier  Mark Steines  Nischelle Turner , https://m.media-amazon.com/images/M/MV5BZmZkYmQ4YzQtYTVjZS00YTkxLWI4MTMtMDMwZDFhZjBkMGRiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
Extra , series , USA , N/A , English , Extra  a television news updates show on current events in the mass-entertainment business such as movies  TV  music  etc. , N/A , News , 3.5 , 05 Sep 1994 , N/A , 2 wins & 1 nomination. , Mario Lopez  Renee Bargh  Charissa Thompson  A.J. Calloway , https://m.media-amazon.com/images/M/MV5BMmQzODIxNDUtNGJhYi00NjcyLTg4YTctMThlMmZhMGRjYzkzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg
The Movies That Made Us , series , USA , N/A , English , The histories of classic popular movies are examined. , N/A , Documentary , 8.0 , N/A , TV-MA , N/A , Donald Ian Black  William Atherton  Richard Edlund  Thaine Morris , https://m.media-amazon.com/images/M/MV5BZGNmNTA3ZTMtMTJiYy00YjQ0LThiMGQtZGU3NjAyYWNhYWQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Tucker Carlson Tonight , series , USA , N/A , English , Powerful analysis and spirited debates with guests from across the political and cultural spectrum. , N/A , News  Talk-Show , 7.6 , 14 Nov 2016 , N/A , N/A , Tucker Carlson , https://m.media-amazon.com/images/M/MV5BYmQ2OTNmYjAtNjBkZS00NjZiLWFkMjktNDRlMDY0ZDE4NjFlXkEyXkFqcGdeQXVyMjk3ODk1MzU@._V1_SX300.jpg
Good Morning Britain , series , UK , N/A , English , The weekday news on ITV that the whole nation wakes up to. , N/A , News  Talk-Show , 4.3 , 28 Apr 2014 , N/A , N/A , Andi Peters  Susanna Reid  Laura Tobin  Natasha Carter , https://m.media-amazon.com/images/M/MV5BYzc3NGRlYzQtMDQzZS00NmIwLWIxNDYtZDQ0NTk4MGNiZDgxXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg
Varda by Agns , series , France , Agn�s Varda , French  English , Agn�s Varda  photographer  installation artist and pioneer of the Nouvelle Vague  is an institution of French cinema. Taking a seat on a theatre stage  she uses photos and film excerpts to provide an insight into her unorthodox oeuvre. , N/A , Documentary  Biography , 7.9 , 20 Nov 2019 , Not Rated , 1 win & 1 nomination. , Agn�s Varda , https://m.media-amazon.com/images/M/MV5BOWI1MjE5OTEtZmNkMC00ZTlkLWI0YWUtMjM3YTQxZjk0NjQ0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg
Porndemic , movie , USA , Spookie Daly , N/A , Story of the 1998 HIV outbreak that tore through the adult film industry , N/A , Documentary  Drama  Mystery , 6.2 , 07 Dec 2018 , TV-MA , N/A , Michael Louis Albo  Robert Bazell  Jon Bon Jovi  Jeff Bridges , https://m.media-amazon.com/images/M/MV5BMTcyMTJhM2UtMjEwMS00YjEwLTlmNDAtZWE3YjVjZDI5MTcyXkEyXkFqcGdeQXVyNTI2MTQ2Mzc@._V1_SX300.jpg
Celebrity Page , series , USA , N/A , English , A look at the top stories in entertainment and celebrity news. , N/A , News , 5.3 , 09 Sep 2013 , N/A , N/A , Sonia Isabelle  Jaymes Vaughan  Arthur Kade , https://m.media-amazon.com/images/M/MV5BMGI5MjZjMTMtZGFjOS00OWQyLWIyZGMtMWJiNjEzZmZiZmJkXkEyXkFqcGdeQXVyNjc1Njg4MzA@._V1_SX300.jpg
Six Sides of Katharine Hepburn , movie , USA , Oscar Boyson  Nate DeYoung , English , N/A , N/A , Documentary  Short  Biography , N/A , N/A , N/A , N/A , Kerry Bish�  Katharine Hepburn  Julie Andrews  Lauren Bacall , https://m.media-amazon.com/images/M/MV5BY2NhOWQ0MjYtMWVmYS00MGJlLWI1ZjQtNzcwMWIxYmU5ZGU1XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Robin Williams: Come Inside My Mind , movie , USA , Marina Zenovich , English , An intimate look into the life and work of the revered master comedian and actor  Robin Williams. , 74 , Documentary  Biography  Comedy , 8.0 , 16 Jul 2018 , TV-MA , 1 win. , Robin Williams  Steve Allen  Robert Altman  Roseanne Barr , https://m.media-amazon.com/images/M/MV5BN2IwOGY4MjktNTgzOS00MTM4LTkxMmMtYjY2M2E5ZDA2NGQxXkEyXkFqcGdeQXVyMjg1MjI3MDA@._V1_SX300.jpg
The Andrew Klavan Show , series , USA , N/A , English , N/A , N/A , Talk-Show , N/A , 22 Sep 2015 , N/A , N/A , Andrew Klavan  Michael J. Knowles  Jesse Lee Peterson  Dinesh D'Souza , https://m.media-amazon.com/images/M/MV5BMzY5YzA5MzAtNjNjNy00MzMxLTg0NGItMTU1MzQ0YmIxNWJhXkEyXkFqcGdeQXVyMDY3OTcyOQ@@._V1_SX300.jpg
Hell's Club Part 2. Another Night , movie , France , Antonio Maria da Silva , English , N/A , N/A , N/A , 7.3 , N/A , N/A , N/A , Aaliyah  Dan Aykroyd  Kenny Baker  Alec Baldwin , https://m.media-amazon.com/images/M/MV5BMDRjOWVjNGItZmZlNi00OTdkLTg3Y2QtYmZmOTQwNjc4MGZlXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Talking Pictures , series , UK , N/A , English , A look back at television appearances by legends of the silver screen  using BBC archive footage to tell the story of their lives and careers. , N/A , Documentary , 8.5 , 05 Jan 2013 , N/A , N/A , Sylvia Syms , https://m.media-amazon.com/images/M/MV5BZjIwOTk4YzYtOTJlNi00YTc5LWIyNDgtNjA3ZTBhYWYwOGViXkEyXkFqcGdeQXVyMjM0MzAyNTU@._V1_SX300.jpg
Cashed Out Casino , movie , USA , Austin Abell-Shepard , English , N/A , N/A , Documentary , N/A , 12 Aug 2017 , N/A , N/A , Austin Abell-Shepard  Desmond Askew  Darlene Dalmaceda  Matt Damon , https://m.media-amazon.com/images/M/MV5BMDM5MDE5OGItZDA4NC00NDIzLWIzZjgtZjViZmU1NzIwMDBiXkEyXkFqcGdeQXVyNzc0OTAzMjY@._V1_SX300.jpg
National Endowment for the Arts: United States of Arts , series , USA , N/A , English , N/A , N/A , Documentary  Short , N/A , 25 Sep 2015 , N/A , N/A , Colin Fogarty  Jane Jacobsen  Terry Kinney  Tracy Letts , N/A
The Late Show with Stephen Colbert , series , USA , N/A , English , Stephen Colbert took over as host  executive producer and writer of THE LATE SHOW on Tuesday  Sept. 8  2015. The comedy-variety-talk show is broadcast five nights a week from the Ed Sullivan theater in New York. , N/A , Comedy  Talk-Show , 7.3 , 08 Sep 2015 , TV-PG , Nominated for 11 Primetime Emmys. Another 2 wins & 29 nominations. , Stephen Colbert  Jonathan Batiste  Stay Human , https://m.media-amazon.com/images/M/MV5BOWU2MDU1ZjEtMDFhZC00NDQ4LTg5NzQtYjQ0Njg2NWI0MDI4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_SX300.jpg
L'IA et Mathieu , series , France , N/A , French , N/A , N/A , Comedy , N/A , 11 Dec 2015 , N/A , N/A , Mathieu Sommet , N/A
Quick Reviews with Maverick , series , USA , N/A , English , A series of quick movie reviews by Maverick. , N/A , Comedy , N/A , 19 Feb 2016 , N/A , N/A , Noah McClintock , N/A
Goodnight  Sweet Prince , episode , N/A , Don Roy King  Beth McCarthy-Miller , N/A , A tribute to the life of Prince Rogers Nelson  whose sudden death at the age of 57 shocked the world  with clips from his performances on his show  an unaired clip from "SNL's" ... , N/A , Comedy  Music , 7.7 , 23 Apr 2016 , TV-14 , N/A , Jimmy Fallon  Prince  Darrell Hammond , https://m.media-amazon.com/images/M/MV5BMTExNTA2MDQ2MTdeQTJeQWpwZ15BbWU4MDU0MzAyODMx._V1_SX300.jpg
SLG Shot , series , France , N/A , French , N/A , N/A , Comedy , N/A , 30 Mar 2016 , N/A , N/A , Mathieu Sommet  Alex Tromso , N/A
Lennon or McCartney , movie , Canada  USA , Matt Schichter , English , 550 Artists. 1 Question. Lennon or McCartney. , N/A , Documentary  Short  Music , 5.7 , 12 Dec 2014 , N/A , N/A , Aaron Paul  Aasif Mandvi  Adam Lambert  Adam Levine , https://m.media-amazon.com/images/M/MV5BMTQ4MzI0MDAwOF5BMl5BanBnXkFtZTgwODMzNjM4MzE@._V1_SX300.jpg
That's Life!! Kilorenzos Smith in Talks... , series , Greece , N/A , Greek , N/A , N/A , Documentary  Comedy  Family , N/A , 31 Jan 2010 , N/A , N/A , Kilorenzos Smith  Tony Meramveliotakis  Popi Kavoy , N/A
Pioneers of Television , series , USA , N/A , English , A four-part documentary series focusing on the legends that helped launched TV and left lasting impression on sitcoms  talk shows  variety shows and game shows in television's early years. , N/A , Documentary  History , 8.0 , 02 Jan 2008 , TV-PG , N/A , Dick Van Dyke  Phyllis Diller  Florence Henderson  Betty White , https://m.media-amazon.com/images/M/MV5BMjcwNTEyMjY0M15BMl5BanBnXkFtZTcwODIxMzU1MQ@@._V1_SX300.jpg
The Graham Norton Show , series , UK , N/A , English , Irish comedian Graham Norton hosts his very own chat show  which includes chatting to A-list celebrities  the very famous Red Chair game  live music  lots of jokes and fun from Graham and the celebrities themselves. , N/A , Comedy  Music  Talk-Show , 8.4 , 22 Feb 2007 , N/A , 7 wins & 16 nominations. , Graham Norton , https://m.media-amazon.com/images/M/MV5BMDQ5ZWRhODEtNDUzOC00OGU1LWI0YWQtNWI1M2QxNWE4ZDYxXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_SX300.jpg
Video Games AWESOME! , series , Canada , N/A , English , Fraser hosts a show where he plays videogames with his friends Ben  Kyle  his arch-enemy Deacon and his girlfriend Becky. , N/A , Comedy  Game-Show , 8.8 , 03 Jun 2009 , N/A , N/A , Fraser Agar  Becky Blow  Ben Taylor  Baby Hank , N/A
